instance	family	max_arity	rc
ped2.G.recomb10-0.20-15	Haplotyping	NA	5
ped2.G.recomb10-0.20-11	Haplotyping	NA	5
ped2.B.recomb1-0.10-8	Haplotyping	NA	5
ped2.G.recomb5-0.01-3	Haplotyping	NA	5
ped3.G.recomb10-0.01-1	Haplotyping	NA	5
ped2.G.recomb1-0.01-4	Haplotyping	NA	5
ped2.B.recomb1-0.01-3	Haplotyping	NA	5
ped2.G.recomb1-0.20-13	Haplotyping	NA	5
ped3.F.recomb10-0.20-11	Haplotyping	NA	5
ped2.B.recomb1-0.20-14	Haplotyping	NA	5
ped2.B.recomb1-0.20-12	Haplotyping	NA	5
ped3.G.recomb10-0.01-2	Haplotyping	NA	5
ped2.G.recomb5-0.01-4	Haplotyping	NA	5
ped3.F.recomb10-0.01-4	Haplotyping	NA	5
ped2.G.recomb10-0.01-1	Haplotyping	NA	5
ped2.G.recomb1-0.01-3	Haplotyping	NA	5
ped3.D.recomb10-0.20-12	Haplotyping	NA	5
ped2.B.recomb1-0.01-5	Haplotyping	NA	5
ped3.G.recomb10-0.20-11	Haplotyping	NA	5
ped3.G.recomb10-0.20-15	Haplotyping	NA	5
ped2.G.recomb1-0.10-8	Haplotyping	NA	5
ped3.G.recomb10-0.01-5	Haplotyping	NA	5
ped2.G.recomb10-0.20-12	Haplotyping	NA	5
ped2.G.recomb5-0.10-6	Haplotyping	NA	5
ped2.G.recomb10-0.10-9	Haplotyping	NA	5
ped2.G.recomb5-0.20-13	Haplotyping	NA	5
ped2.G.recomb1-0.20-12	Haplotyping	NA	5
ped3.E.recomb10-0.20-11	Haplotyping	NA	5
ped3.F.recomb10-0.20-15	Haplotyping	NA	5
ped2.G.recomb1-0.20-14	Haplotyping	NA	5
ped2.G.recomb5-0.10-10	Haplotyping	NA	5
ped2.G.recomb5-0.20-14	Haplotyping	NA	5
ped3.G.recomb10-0.01-3	Haplotyping	NA	5
ped2.B.recomb1-0.10-10	Haplotyping	NA	5
ped2.G.recomb1-0.10-9	Haplotyping	NA	5
ped2.B.recomb1-0.10-9	Haplotyping	NA	5
ped3.F.recomb10-0.01-1	Haplotyping	NA	5
ped2.G.recomb1-0.20-11	Haplotyping	NA	5
ped3.D.recomb10-0.20-14	Haplotyping	NA	5
ped2.G.recomb10-0.10-7	Haplotyping	NA	5
ped3.G.recomb10-0.10-7	Haplotyping	NA	5
ped3.E.recomb10-0.20-15	Haplotyping	NA	5
ped2.G.recomb5-0.01-2	Haplotyping	NA	5
ped2.G.recomb5-0.01-1	Haplotyping	NA	5
ped2.G.recomb10-0.10-6	Haplotyping	NA	5
ped3.F.recomb10-0.20-14	Haplotyping	NA	5
ped3.F.recomb10-0.10-9	Haplotyping	NA	5
ped2.G.recomb5-0.10-7	Haplotyping	NA	5
ped3.D.recomb10-0.20-13	Haplotyping	NA	5
ped2.B.recomb1-0.10-6	Haplotyping	NA	5
ped3.G.recomb10-0.10-8	Haplotyping	NA	5
ped3.F.recomb10-0.01-3	Haplotyping	NA	5
ped3.E.recomb10-0.20-14	Haplotyping	NA	5
ped3.F.recomb10-0.10-8	Haplotyping	NA	5
ped2.G.recomb5-0.01-5	Haplotyping	NA	5
ped2.G.recomb10-0.01-4	Haplotyping	NA	5
ped3.E.recomb10-0.20-13	Haplotyping	NA	5
ped2.G.recomb5-0.10-8	Haplotyping	NA	5
ped2.B.recomb1-0.20-11	Haplotyping	NA	5
ped3.F.recomb10-0.20-13	Haplotyping	NA	5
ped2.G.recomb1-0.01-5	Haplotyping	NA	5
ped3.F.recomb10-0.10-6	Haplotyping	NA	5
ped2.G.recomb10-0.01-2	Haplotyping	NA	5
ped3.E.recomb10-0.20-12	Haplotyping	NA	5
ped3.F.recomb10-0.01-2	Haplotyping	NA	5
ped3.G.recomb10-0.20-13	Haplotyping	NA	5
ped2.B.recomb1-0.20-13	Haplotyping	NA	5
ped2.G.recomb10-0.20-14	Haplotyping	NA	5
ped3.D.recomb10-0.20-11	Haplotyping	NA	5
ped2.B.recomb1-0.01-1	Haplotyping	NA	5
ped2.G.recomb1-0.20-15	Haplotyping	NA	5
ped2.G.recomb5-0.20-15	Haplotyping	NA	5
ped3.G.recomb10-0.01-4	Haplotyping	NA	5
ped2.G.recomb10-0.01-5	Haplotyping	NA	5
ped3.D.recomb10-0.20-15	Haplotyping	NA	5
ped2.B.recomb1-0.10-7	Haplotyping	NA	5
ped2.G.recomb5-0.20-12	Haplotyping	NA	5
ped2.G.recomb5-0.20-11	Haplotyping	NA	5
ped2.G.recomb1-0.10-7	Haplotyping	NA	5
ped2.G.recomb1-0.01-1	Haplotyping	NA	5
ped2.G.recomb10-0.01-3	Haplotyping	NA	5
ped2.G.recomb10-0.10-10	Haplotyping	NA	5
ped2.G.recomb1-0.10-10	Haplotyping	NA	5
ped3.F.recomb10-0.20-12	Haplotyping	NA	5
ped3.G.recomb10-0.20-14	Haplotyping	NA	5
ped2.G.recomb5-0.10-9	Haplotyping	NA	5
ped3.G.recomb10-0.10-6	Haplotyping	NA	5
ped2.G.recomb1-0.10-6	Haplotyping	NA	5
ped2.G.recomb10-0.10-8	Haplotyping	NA	5
ped2.G.recomb1-0.01-2	Haplotyping	NA	5
ped2.B.recomb1-0.20-15	Haplotyping	NA	5
ped2.G.recomb10-0.20-13	Haplotyping	NA	5
ped3.G.recomb10-0.10-10	Haplotyping	NA	5
ped3.F.recomb10-0.01-5	Haplotyping	NA	5
ped3.F.recomb10-0.10-10	Haplotyping	NA	5
ped2.B.recomb1-0.01-2	Haplotyping	NA	5
ped3.F.recomb10-0.10-7	Haplotyping	NA	5
ped3.G.recomb10-0.10-9	Haplotyping	NA	5
ped3.G.recomb10-0.20-12	Haplotyping	NA	5
ped2.B.recomb1-0.01-4	Haplotyping	NA	5
ca8f656c-db9e-11df-b9cf-00163e3d3b7c_l2	PackupWeighted	NA	5
978532fa-c730-11df-b070-00163e3d3b7c_l1	PackupWeighted	9	6
rand583_l2	PackupWeighted	NA	5
rand179_l1	PackupWeighted	NA	5
e599f3fc-360e-11e0-986e-00163e3d3b7c_l1	PackupWeighted	NA	5
103c9978-5408-11df-9bc1-00163e7a6f5e_l1	PackupWeighted	NA	5
rand491_l2	PackupWeighted	NA	5
8680dd8a-8600-11e0-b285-00163e1e087d_l2	PackupWeighted	NA	5
6b0d1da0-c730-11df-a7c5-00163e3d3b7c_l1	PackupWeighted	9	6
4a69cf16-c731-11df-9182-00163e3d3b7c_l2	PackupWeighted	NA	5
d0cc7514-c730-11df-a040-00163e3d3b7c_l1	PackupWeighted	NA	5
rand695_l1	PackupWeighted	NA	5
eeee44ce-5407-11df-b11f-00163e7a6f5e_l2	PackupWeighted	NA	5
rand381_l1	PackupWeighted	NA	5
c2164c84-b015-11df-8b50-00163e46d37a_l2	PackupWeighted	NA	5
rand717_l2	PackupWeighted	NA	5
7bf50d1c-9b1b-11df-8b50-00163e46d37a_l2	PackupWeighted	NA	5
56ae4afa-0b33-11df-8a2b-00163e1d94dc_l1	PackupWeighted	NA	5
rand892_l1	PackupWeighted	NA	5
2c3aece6-c8b2-11df-a040-00163e3d3b7c_l1	PackupWeighted	NA	5
rand131_l2	PackupWeighted	NA	5
4a69cf16-c731-11df-9182-00163e3d3b7c_l1	PackupWeighted	NA	5
rand425_l1	PackupWeighted	NA	5
rand208_l2	PackupWeighted	NA	5
rand653_l2	PackupWeighted	NA	5
rand547_l2	PackupWeighted	NA	5
rand242_l1	PackupWeighted	NA	5
4ede8d96-c17a-11df-a7c5-00163e3d3b7c_l1	PackupWeighted	8	6
dba3a3fe-3477-11e0-9e6c-00163e3d3b7c_l2	PackupWeighted	NA	5
2c3aece6-c8b2-11df-a040-00163e3d3b7c_l2	PackupWeighted	NA	5
rand172_l1	PackupWeighted	NA	5
e381ba7e-a192-11e0-8647-00163e1e087d_l2	PackupWeighted	NA	5
26f3d4cc-d470-11df-9e6c-00163e3d3b7c_l2	PackupWeighted	NA	5
8222799a-9af8-11df-8b50-00163e46d37a_l2	PackupWeighted	NA	5
rand118_l2	PackupWeighted	NA	5
deb285a6-db9e-11df-8f4f-00163e3d3b7c_l2	PackupWeighted	NA	5
e0bd67a6-56d0-11df-b11f-00163e7a6f5e_l1	PackupWeighted	NA	5
a754ac72-95cc-11e0-9181-00163e1e087d_l2	PackupWeighted	NA	5
56e31304-c17a-11df-b070-00163e3d3b7c_l1	PackupWeighted	8	6
rand196_l2	PackupWeighted	NA	5
rand954_l1	PackupWeighted	NA	5
d5026b8e-3477-11e0-986e-00163e3d3b7c_l1	PackupWeighted	NA	5
f4ebf9e0-360e-11e0-9e6c-00163e3d3b7c_l1	PackupWeighted	NA	5
rand377_l2	PackupWeighted	NA	5
ab9005be-bacc-11e0-b0f6-00163e1e087d_l1	PackupWeighted	NA	5
rand220_l2	PackupWeighted	NA	5
caefdef6-3477-11e0-84ef-00163e3d3b7c_l2	PackupWeighted	NA	5
bccf69ae-db9e-11df-9a24-00163e3d3b7c_l1	PackupWeighted	NA	5
rand981_l2	PackupWeighted	NA	5
e0bd67a6-56d0-11df-b11f-00163e7a6f5e_l2	PackupWeighted	NA	5
ab9005be-bacc-11e0-b0f6-00163e1e087d_l2	PackupWeighted	NA	5
rand507_l1	PackupWeighted	NA	5
rand83_l1	PackupWeighted	NA	5
8afdd89e-51b8-11e0-acd7-00163e1e087d_l1	PackupWeighted	NA	5
7bf50d1c-9b1b-11df-8b50-00163e46d37a_l1	PackupWeighted	NA	5
29180036-5408-11df-9f57-00163e7a6f5e_l2	PackupWeighted	NA	5
rand874_l1	PackupWeighted	NA	5
80e3fda2-9501-11e0-8001-00163e1e087d_l2	PackupWeighted	NA	5
rand308_l2	PackupWeighted	NA	5
rand83_l2	PackupWeighted	NA	5
3e4f8550-0b33-11df-942d-00163e1d94dc_l1	PackupWeighted	NA	5
29180036-5408-11df-9f57-00163e7a6f5e_l1	PackupWeighted	NA	5
rand116_l2	PackupWeighted	NA	5
7f80e4f0-4fe9-11e0-acd7-00163e1e087d_l1	PackupWeighted	NA	5
rand196_l1	PackupWeighted	NA	5
d023d256-3477-11e0-bdb2-00163e3d3b7c_l2	PackupWeighted	NA	5
rand984_l1	PackupWeighted	NA	5
rand293_l1	PackupWeighted	NA	5
b2540c52-51b7-11e0-aa4f-00163e1e087d_l1	PackupWeighted	NA	5
ec32fc68-7254-11e0-8436-00163e1e087d_l1	PackupWeighted	NA	5
rand307_l2	PackupWeighted	NA	5
rand507_l2	PackupWeighted	NA	5
eeee44ce-5407-11df-b11f-00163e7a6f5e_l1	PackupWeighted	NA	5
rand393_l1	PackupWeighted	NA	5
rand892_l2	PackupWeighted	NA	5
fa3d0fb2-db9e-11df-a0ec-00163e3d3b7c_l1	PackupWeighted	NA	5
e69a0e36-9ef1-11df-9d4a-00163e46d37a_l1	PackupWeighted	9	6
80cfe9a6-9b1b-11df-965e-00163e46d37a_l1	PackupWeighted	NA	5
5698a62c-c731-11df-9bb9-00163e3d3b7c_l1	PackupWeighted	NA	5
rand869_l1	PackupWeighted	NA	5
cff22854-9512-11e0-8001-00163e1e087d_l2	PackupWeighted	NA	5
3e4f8550-0b33-11df-942d-00163e1d94dc_l2	PackupWeighted	NA	5
rand213_l2	PackupWeighted	NA	5
c2164c84-b015-11df-8b50-00163e46d37a_l1	PackupWeighted	NA	5
rand446_l1	PackupWeighted	NA	5
rand929_l2	PackupWeighted	NA	5
rand208_l1	PackupWeighted	NA	5
dba3a3fe-3477-11e0-9e6c-00163e3d3b7c_l1	PackupWeighted	NA	5
7f80e4f0-4fe9-11e0-acd7-00163e1e087d_l2	PackupWeighted	NA	5
e2f6303a-4fe9-11e0-aa4f-00163e1e087d_l1	PackupWeighted	NA	5
rand752_l1	PackupWeighted	NA	5
8222799a-9af8-11df-8b50-00163e46d37a_l1	PackupWeighted	NA	5
ff4a1d84-d490-11df-9e6c-00163e3d3b7c_l1	PackupWeighted	NA	5
d023d256-3477-11e0-bdb2-00163e3d3b7c_l1	PackupWeighted	NA	5
rand984_l2	PackupWeighted	NA	5
caefdef6-3477-11e0-84ef-00163e3d3b7c_l1	PackupWeighted	NA	5
8b0e7c16-bab4-11e0-a883-00163e1e087d_l2	PackupWeighted	NA	5
1aabfc32-d491-11df-9a24-00163e3d3b7c_l2	PackupWeighted	NA	5
rand30_l1	PackupWeighted	NA	5
san400_0.7_3.clq	MaxClique	2	6
hamming6-2.clq	MaxClique	2	6
c-fat500-10.clq	MaxClique	2	6
brock400_1.clq	MaxClique	2	6
sanr200_0.7.clq	MaxClique	2	6
hamming8-2.clq	MaxClique	2	6
p_hat300-1.clq	MaxClique	2	6
p_hat500-1.clq	MaxClique	2	6
c-fat500-5.clq	MaxClique	2	6
c-fat200-5.clq	MaxClique	2	6
c-fat200-1.clq	MaxClique	2	6
MANN_a27.clq	MaxClique	2	6
MANN_a81.clq	MaxClique	2	6
hamming10-2.clq	MaxClique	2	6
p_hat1000-3.clq	MaxClique	2	6
keller5.clq	MaxClique	2	6
brock200_2.clq	MaxClique	2	6
p_hat1000-2.clq	MaxClique	2	6
san200_0.9_2.clq	MaxClique	2	6
san1000.clq	MaxClique	2	6
san200_0.7_1.clq	MaxClique	2	6
brock200_1.clq	MaxClique	2	6
sanr400_0.7.clq	MaxClique	2	6
brock400_3.clq	MaxClique	2	6
san200_0.7_2.clq	MaxClique	2	6
brock400_2.clq	MaxClique	2	6
brock400_4.clq	MaxClique	2	6
MANN_a9.clq	MaxClique	2	6
hamming10-4.clq	MaxClique	2	6
hamming8-4.clq	MaxClique	2	6
brock200_4.clq	MaxClique	2	6
sanr400_0.5.clq	MaxClique	2	6
p_hat700-1.clq	MaxClique	2	6
san400_0.7_1.clq	MaxClique	2	6
brock800_2.clq	MaxClique	2	6
san400_0.9_1.clq	MaxClique	2	6
san200_0.9_3.clq	MaxClique	2	6
brock200_3.clq	MaxClique	2	6
brock800_3.clq	MaxClique	2	6
brock800_1.clq	MaxClique	2	6
MANN_a45.clq	MaxClique	2	6
brock800_4.clq	MaxClique	2	6
sanr200_0.9.clq	MaxClique	2	6
p_hat500-2.clq	MaxClique	2	6
p_hat700-3.clq	MaxClique	2	6
san400_0.5_1.clq	MaxClique	2	6
san200_0.9_1.clq	MaxClique	2	6
p_hat500-3.clq	MaxClique	2	6
c-fat500-1.clq	MaxClique	2	6
johnson16-2-4.clq	MaxClique	2	6
san400_0.7_2.clq	MaxClique	2	6
johnson8-4-4.clq	MaxClique	2	6
johnson8-2-4.clq	MaxClique	2	6
c-fat200-2.clq	MaxClique	2	6
c-fat500-2.clq	MaxClique	2	6
p_hat1000-1.clq	MaxClique	2	6
p_hat700-2.clq	MaxClique	2	6
hamming6-4.clq	MaxClique	2	6
keller4.clq	MaxClique	2	6
p_hat300-2.clq	MaxClique	2	6
p_hat300-3.clq	MaxClique	2	6
johnson32-2-4.clq	MaxClique	2	6
