instance	family	nvars	max_arity	n_ge10	n_ge20
ped3.F.recomb10-0.10-9	Haplotyping	70131	339	326	317
ped3.F.recomb10-0.20-11	Haplotyping	70483	339	329	318
ped3.F.recomb10-0.20-12	Haplotyping	70317	339	328	319
ped3.F.recomb10-0.20-13	Haplotyping	70672	339	326	316
ped3.F.recomb10-0.20-14	Haplotyping	70162	339	322	317
ped3.F.recomb10-0.20-15	Haplotyping	70364	339	326	317
ped3.G.recomb10-0.01-1	Haplotyping	80098	339	300	290
ped3.G.recomb10-0.01-2	Haplotyping	79938	339	294	287
ped3.G.recomb10-0.01-3	Haplotyping	80211	339	296	290
ped3.G.recomb10-0.01-4	Haplotyping	79993	339	305	296
ped3.G.recomb10-0.01-5	Haplotyping	79975	339	301	294
ped3.G.recomb10-0.10-10	Haplotyping	82301	339	310	304
ped3.G.recomb10-0.10-6	Haplotyping	82089	339	311	306
ped3.G.recomb10-0.10-7	Haplotyping	82096	339	310	305
ped3.G.recomb10-0.10-8	Haplotyping	81524	339	312	306
ped3.G.recomb10-0.10-9	Haplotyping	82070	339	314	307
ped3.G.recomb10-0.20-11	Haplotyping	83113	339	321	311
ped3.G.recomb10-0.20-12	Haplotyping	83617	339	317	311
ped3.G.recomb10-0.20-13	Haplotyping	83000	339	318	310
ped3.G.recomb10-0.20-14	Haplotyping	83297	339	325	316
ped3.G.recomb10-0.20-15	Haplotyping	83622	340	320	313
brock200_1.clq	MaxClique	200	2	0	0
brock200_2.clq	MaxClique	200	2	0	0
brock200_3.clq	MaxClique	200	2	0	0
brock200_4.clq	MaxClique	200	2	0	0
brock400_1.clq	MaxClique	400	2	0	0
brock400_2.clq	MaxClique	400	2	0	0
brock400_3.clq	MaxClique	400	2	0	0
brock400_4.clq	MaxClique	400	2	0	0
brock800_1.clq	MaxClique	800	2	0	0
brock800_2.clq	MaxClique	800	2	0	0
brock800_3.clq	MaxClique	800	2	0	0
brock800_4.clq	MaxClique	800	2	0	0
c-fat200-1.clq	MaxClique	200	2	0	0
c-fat200-2.clq	MaxClique	200	2	0	0
c-fat200-5.clq	MaxClique	200	2	0	0
c-fat500-10.clq	MaxClique	500	2	0	0
c-fat500-1.clq	MaxClique	500	2	0	0
c-fat500-2.clq	MaxClique	500	2	0	0
c-fat500-5.clq	MaxClique	500	2	0	0
hamming10-2.clq	MaxClique	1024	2	0	0
hamming10-4.clq	MaxClique	1024	2	0	0
hamming6-2.clq	MaxClique	64	2	0	0
hamming6-4.clq	MaxClique	64	2	0	0
hamming8-2.clq	MaxClique	256	2	0	0
hamming8-4.clq	MaxClique	256	2	0	0
johnson16-2-4.clq	MaxClique	120	2	0	0
johnson32-2-4.clq	MaxClique	496	2	0	0
johnson8-2-4.clq	MaxClique	28	2	0	0
johnson8-4-4.clq	MaxClique	70	2	0	0
keller4.clq	MaxClique	171	2	0	0
keller5.clq	MaxClique	776	2	0	0
MANN_a27.clq	MaxClique	378	2	0	0
MANN_a45.clq	MaxClique	1035	2	0	0
MANN_a81.clq	MaxClique	3321	2	0	0
MANN_a9.clq	MaxClique	45	2	0	0
p_hat1000-1.clq	MaxClique	1000	2	0	0
p_hat1000-2.clq	MaxClique	1000	2	0	0
p_hat1000-3.clq	MaxClique	1000	2	0	0
p_hat300-1.clq	MaxClique	300	2	0	0
p_hat300-2.clq	MaxClique	300	2	0	0
p_hat300-3.clq	MaxClique	300	2	0	0
p_hat500-1.clq	MaxClique	500	2	0	0
p_hat500-2.clq	MaxClique	500	2	0	0
p_hat500-3.clq	MaxClique	500	2	0	0
p_hat700-1.clq	MaxClique	700	2	0	0
p_hat700-2.clq	MaxClique	700	2	0	0
p_hat700-3.clq	MaxClique	700	2	0	0
san1000.clq	MaxClique	1000	2	0	0
san200_0.7_1.clq	MaxClique	200	2	0	0
san200_0.7_2.clq	MaxClique	200	2	0	0
san200_0.9_1.clq	MaxClique	200	2	0	0
san200_0.9_2.clq	MaxClique	200	2	0	0
san200_0.9_3.clq	MaxClique	200	2	0	0
san400_0.5_1.clq	MaxClique	400	2	0	0
san400_0.7_1.clq	MaxClique	400	2	0	0
san400_0.7_2.clq	MaxClique	400	2	0	0
san400_0.7_3.clq	MaxClique	400	2	0	0
san400_0.9_1.clq	MaxClique	400	2	0	0
sanr200_0.7.clq	MaxClique	200	2	0	0
sanr200_0.9.clq	MaxClique	200	2	0	0
sanr400_0.5.clq	MaxClique	400	2	0	0
sanr400_0.7.clq	MaxClique	400	2	0	0
normalized-mps-v2-20-10-bm23.opb.msat	MIPLib	8642	20	14	1
normalized-mps-v2-20-10-cracpb1.opb.msat	MIPLib	17336	14	12	0
normalized-mps-v2-20-10-l152lav.opb.msat	MIPLib	24570	16	2	0
normalized-mps-v2-20-10-lp4l.opb.msat	MIPLib	10516	10	1	0
normalized-mps-v2-20-10-lseu.opb.msat	MIPLib	5931	23	11	2
normalized-mps-v2-20-10-mod008.opb.msat	MIPLib	10309	93	44	34
normalized-mps-v2-20-10-mod010.opb.msat	MIPLib	24776	4	0	0
normalized-mps-v2-20-10-p0033.opb.msat	MIPLib	548	9	0	0
normalized-mps-v2-20-10-p0040.opb.msat	MIPLib	123	10	1	0
normalized-mps-v2-20-10-p0201.opb.msat	MIPLib	4746	14	2	0
normalized-mps-v2-20-10-p0548.opb.msat	MIPLib	5519	14	14	0
normalized-mps-v2-20-10-sentoy.opb.msat	MIPLib	13262	16	111	0
103c9978-5408-11df-9bc1-00163e7a6f5e_l1	PackupWeighted	7076	15	1	0
1aabfc32-d491-11df-9a24-00163e3d3b7c_l2	PackupWeighted	22590	69	40	4
26f3d4cc-d470-11df-9e6c-00163e3d3b7c_l2	PackupWeighted	21574	68	28	2
29180036-5408-11df-9f57-00163e7a6f5e_l1	PackupWeighted	7076	15	1	0
29180036-5408-11df-9f57-00163e7a6f5e_l2	PackupWeighted	8582	15	1	0
2c3aece6-c8b2-11df-a040-00163e3d3b7c_l1	PackupWeighted	18497	71	42	7
2c3aece6-c8b2-11df-a040-00163e3d3b7c_l2	PackupWeighted	25554	71	43	7
3e4f8550-0b33-11df-942d-00163e1d94dc_l1	PackupWeighted	2251	47	13	7
3e4f8550-0b33-11df-942d-00163e1d94dc_l2	PackupWeighted	2251	47	13	7
4a69cf16-c731-11df-9182-00163e3d3b7c_l1	PackupWeighted	1458	9	0	0
4a69cf16-c731-11df-9182-00163e3d3b7c_l2	PackupWeighted	24995	72	69	14
4ede8d96-c17a-11df-a7c5-00163e3d3b7c_l1	PackupWeighted	1063	8	0	0
5698a62c-c731-11df-9bb9-00163e3d3b7c_l1	PackupWeighted	1458	9	0	0
56ae4afa-0b33-11df-8a2b-00163e1d94dc_l1	PackupWeighted	2251	39	6	1
56e31304-c17a-11df-b070-00163e3d3b7c_l1	PackupWeighted	1063	8	0	0
6b0d1da0-c730-11df-a7c5-00163e3d3b7c_l1	PackupWeighted	1518	9	0	0
7bf50d1c-9b1b-11df-8b50-00163e46d37a_l1	PackupWeighted	7343	68	3	2
7bf50d1c-9b1b-11df-8b50-00163e46d37a_l2	PackupWeighted	8313	68	3	2
7f80e4f0-4fe9-11e0-acd7-00163e1e087d_l1	PackupWeighted	1093	13	8	0
7f80e4f0-4fe9-11e0-acd7-00163e1e087d_l2	PackupWeighted	14035	24	6	2
80cfe9a6-9b1b-11df-965e-00163e46d37a_l1	PackupWeighted	7343	68	3	2
80e3fda2-9501-11e0-8001-00163e1e087d_l2	PackupWeighted	7020	71	7	4
8222799a-9af8-11df-8b50-00163e46d37a_l1	PackupWeighted	7341	68	3	2
8222799a-9af8-11df-8b50-00163e46d37a_l2	PackupWeighted	8311	68	3	2
8680dd8a-8600-11e0-b285-00163e1e087d_l2	PackupWeighted	20150	48	29	5
8afdd89e-51b8-11e0-acd7-00163e1e087d_l1	PackupWeighted	1087	12	8	0
8b0e7c16-bab4-11e0-a883-00163e1e087d_l2	PackupWeighted	22337	51	42	3
978532fa-c730-11df-b070-00163e3d3b7c_l1	PackupWeighted	1518	9	0	0
a754ac72-95cc-11e0-9181-00163e1e087d_l2	PackupWeighted	7020	71	7	4
ab9005be-bacc-11e0-b0f6-00163e1e087d_l1	PackupWeighted	491	7	0	0
ab9005be-bacc-11e0-b0f6-00163e1e087d_l2	PackupWeighted	22337	51	42	3
b2540c52-51b7-11e0-aa4f-00163e1e087d_l1	PackupWeighted	1087	12	8	0
bccf69ae-db9e-11df-9a24-00163e3d3b7c_l1	PackupWeighted	10165	35	18	1
c2164c84-b015-11df-8b50-00163e46d37a_l1	PackupWeighted	7272	45	2	2
c2164c84-b015-11df-8b50-00163e46d37a_l2	PackupWeighted	9264	45	2	2
ca8f656c-db9e-11df-b9cf-00163e3d3b7c_l2	PackupWeighted	12140	35	18	1
caefdef6-3477-11e0-84ef-00163e3d3b7c_l1	PackupWeighted	8896	73	18	4
caefdef6-3477-11e0-84ef-00163e3d3b7c_l2	PackupWeighted	10821	73	18	4
cff22854-9512-11e0-8001-00163e1e087d_l2	PackupWeighted	7020	71	7	4
d023d256-3477-11e0-bdb2-00163e3d3b7c_l1	PackupWeighted	8896	73	18	4
d023d256-3477-11e0-bdb2-00163e3d3b7c_l2	PackupWeighted	10821	73	18	4
d0cc7514-c730-11df-a040-00163e3d3b7c_l1	PackupWeighted	1458	9	0	0
d5026b8e-3477-11e0-986e-00163e3d3b7c_l1	PackupWeighted	8896	73	18	4
dba3a3fe-3477-11e0-9e6c-00163e3d3b7c_l1	PackupWeighted	8896	73	18	4
dba3a3fe-3477-11e0-9e6c-00163e3d3b7c_l2	PackupWeighted	10821	73	18	4
deb285a6-db9e-11df-8f4f-00163e3d3b7c_l2	PackupWeighted	12140	35	18	1
e0bd67a6-56d0-11df-b11f-00163e7a6f5e_l1	PackupWeighted	6635	7	0	0
e0bd67a6-56d0-11df-b11f-00163e7a6f5e_l2	PackupWeighted	8151	7	0	0
e2f6303a-4fe9-11e0-aa4f-00163e1e087d_l1	PackupWeighted	1093	13	8	0
e381ba7e-a192-11e0-8647-00163e1e087d_l2	PackupWeighted	7020	71	7	4
e599f3fc-360e-11e0-986e-00163e3d3b7c_l1	PackupWeighted	8888	107	18	4
e69a0e36-9ef1-11df-9d4a-00163e46d37a_l1	PackupWeighted	1260	9	0	0
ec32fc68-7254-11e0-8436-00163e1e087d_l1	PackupWeighted	9075	13	4	0
eeee44ce-5407-11df-b11f-00163e7a6f5e_l1	PackupWeighted	7076	15	1	0
eeee44ce-5407-11df-b11f-00163e7a6f5e_l2	PackupWeighted	8582	15	1	0
f4ebf9e0-360e-11e0-9e6c-00163e3d3b7c_l1	PackupWeighted	8888	107	18	4
fa3d0fb2-db9e-11df-a0ec-00163e3d3b7c_l1	PackupWeighted	10165	35	18	1
ff4a1d84-d490-11df-9e6c-00163e3d3b7c_l1	PackupWeighted	1122	8	0	0
rand116_l2	PackupWeighted	20091	177	60	21
rand118_l2	PackupWeighted	20411	113	63	24
rand131_l2	PackupWeighted	20955	177	66	22
rand172_l1	PackupWeighted	5111	127	16	4
rand179_l1	PackupWeighted	5526	56	27	15
rand196_l1	PackupWeighted	4953	21	10	1
rand196_l2	PackupWeighted	19818	177	60	22
rand208_l1	PackupWeighted	6385	41	38	7
rand208_l2	PackupWeighted	19895	177	54	18
rand213_l2	PackupWeighted	12894	49	25	4
rand220_l2	PackupWeighted	19976	177	54	18
rand242_l1	PackupWeighted	3879	37	22	8
rand293_l1	PackupWeighted	7246	113	26	9
rand307_l2	PackupWeighted	12825	49	25	4
rand308_l2	PackupWeighted	13182	76	39	10
rand30_l1	PackupWeighted	5030	22	9	2
rand377_l2	PackupWeighted	13601	49	36	10
rand381_l1	PackupWeighted	1711	11	3	0
rand393_l1	PackupWeighted	1879	11	3	0
rand425_l1	PackupWeighted	6891	112	18	7
rand446_l1	PackupWeighted	3142	22	14	2
rand491_l2	PackupWeighted	19835	177	55	19
rand507_l1	PackupWeighted	3087	42	10	5
rand507_l2	PackupWeighted	13240	76	41	11
rand547_l2	PackupWeighted	20220	177	57	19
rand583_l2	PackupWeighted	12880	49	25	4
rand653_l2	PackupWeighted	13264	126	33	11
rand695_l1	PackupWeighted	2030	11	3	0
rand717_l2	PackupWeighted	20877	177	61	21
rand752_l1	PackupWeighted	5024	56	16	3
rand83_l1	PackupWeighted	4264	12	6	0
rand83_l2	PackupWeighted	19670	177	54	18
rand869_l1	PackupWeighted	5018	25	15	3
rand874_l1	PackupWeighted	6155	56	17	3
rand892_l1	PackupWeighted	2332	11	4	0
rand892_l2	PackupWeighted	13295	126	41	11
rand929_l2	PackupWeighted	12932	76	38	10
rand954_l1	PackupWeighted	2847	37	13	6
rand981_l2	PackupWeighted	19660	177	54	18
rand984_l1	PackupWeighted	4695	22	11	2
rand984_l2	PackupWeighted	21389	177	62	22
WCNF_pathways_p01	PlanningWithPref	1006	17	36	0
WCNF_pathways_p02	PlanningWithPref	1549	13	54	0
WCNF_pathways_p03	PlanningWithPref	2497	20	63	63
WCNF_pathways_p04	PlanningWithPref	2999	23	63	63
WCNF_pathways_p05	PlanningWithPref	5233	23	130	126
WCNF_pathways_p06	PlanningWithPref	14267	36	520	280
WCNF_pathways_p07	PlanningWithPref	10696	41	256	164
WCNF_pathways_p08	PlanningWithPref	12307	42	271	164
WCNF_pathways_p09	PlanningWithPref	9029	49	129	108
WCNF_pathways_p10	PlanningWithPref	16015	40	546	271
WCNF_pathways_p11	PlanningWithPref	6698	48	99	86
WCNF_pathways_p12	PlanningWithPref	10731	39	205	135
WCNF_pathways_p14	PlanningWithPref	9172	44	123	108
WCNF_pathways_p16	PlanningWithPref	23858	56	610	233
WCNF_pathways_p17	PlanningWithPref	28062	61	715	276
WCNF_pathways_p18	PlanningWithPref	10946	47	137	112
WCNF_pathways_p20	PlanningWithPref	14507	53	239	138
WCNF_storage_p01	PlanningWithPref	507	10	2	0
WCNF_storage_p02	PlanningWithPref	4217	33	386	17
WCNF_storage_p03	PlanningWithPref	6892	67	488	17
WCNF_storage_p04	PlanningWithPref	5100	125	173	9
WCNF_storage_p05	PlanningWithPref	16814	42	222	83
WCNF_storage_p06	PlanningWithPref	19877	241	200	84
WCNF_storage_p07	PlanningWithPref	36639	372	382	158
WCNF_trucks_p01	PlanningWithPref	6681	22	206	117
WCNF_trucks_p02	PlanningWithPref	16880	37	374	311
WCNF_trucks_p03	PlanningWithPref	25736	56	728	403
WCNF_trucks_p04	PlanningWithPref	46429	81	1280	552
WCNF_trucks_p05	PlanningWithPref	69409	108	2050	698
comp01	TimeTabling	13864	30	2	2
comp02	TimeTabling	111869	16	47	0
comp03	TimeTabling	74178	25	37	2
comp04	TimeTabling	93497	18	37	0
comp05	TimeTabling	34902	36	3	3
comp06	TimeTabling	107670	18	56	0
comp07	TimeTabling	216804	20	82	47
comp08	TimeTabling	116948	18	49	0
comp09	TimeTabling	107448	18	48	0
comp10	TimeTabling	149513	25	70	1
comp12	TimeTabling	83492	36	138	1
comp13	TimeTabling	113012	19	38	0
comp14	TimeTabling	114680	17	48	0
comp15	TimeTabling	74178	25	37	2
comp16	TimeTabling	150222	20	66	39
comp17	TimeTabling	146057	17	64	0
comp18	TimeTabling	41185	9	0	0
comp19	TimeTabling	110890	16	44	0
comp20	TimeTabling	118188	19	63	0
comp21	TimeTabling	131373	25	66	2
dds1	TimeTabling	903884	21	1145	71
test1	TimeTabling	21022	20	18	2
test2	TimeTabling	36375	12	25	0
test3	TimeTabling	65415	20	31	2
test4	TimeTabling	69420	25	30	2
mancoosi-test-i1000d0u98-0	Upgradeability	18169	77	365	153
mancoosi-test-i1000d0u98-10	Upgradeability	18169	77	365	153
mancoosi-test-i1000d0u98-11	Upgradeability	18169	77	365	153
mancoosi-test-i1000d0u98-12	Upgradeability	18169	77	365	153
mancoosi-test-i1000d0u98-13	Upgradeability	18169	77	365	153
mancoosi-test-i1000d0u98-14	Upgradeability	18169	77	365	153
mancoosi-test-i1000d0u98-15	Upgradeability	18169	77	365	153
mancoosi-test-i1000d0u98-16	Upgradeability	18169	77	365	153
mancoosi-test-i1000d0u98-17	Upgradeability	18169	77	365	153
mancoosi-test-i1000d0u98-18	Upgradeability	18169	77	365	153
mancoosi-test-i1000d0u98-19	Upgradeability	18169	77	365	153
mancoosi-test-i1000d0u98-1	Upgradeability	18169	77	365	153
mancoosi-test-i1000d0u98-20	Upgradeability	18169	77	365	153
mancoosi-test-i1000d0u98-21	Upgradeability	18169	77	365	153
mancoosi-test-i1000d0u98-22	Upgradeability	18169	77	365	153
mancoosi-test-i1000d0u98-23	Upgradeability	18169	77	365	153
mancoosi-test-i1000d0u98-24	Upgradeability	18169	77	365	153
mancoosi-test-i1000d0u98-2	Upgradeability	18169	77	365	153
mancoosi-test-i1000d0u98-3	Upgradeability	18169	77	365	153
mancoosi-test-i1000d0u98-4	Upgradeability	18169	77	365	153
mancoosi-test-i1000d0u98-5	Upgradeability	18169	77	365	153
mancoosi-test-i1000d0u98-6	Upgradeability	18169	77	365	153
mancoosi-test-i1000d0u98-7	Upgradeability	18169	77	365	153
mancoosi-test-i1000d0u98-8	Upgradeability	18169	77	365	153
mancoosi-test-i1000d0u98-9	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-25	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-26	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-27	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-28	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-29	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-30	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-31	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-32	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-33	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-34	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-35	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-36	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-37	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-38	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-39	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-40	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-41	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-42	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-43	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-44	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-45	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-46	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-47	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-48	Upgradeability	18169	77	365	153
mancoosi-test-i2000d0u98-49	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-50	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-51	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-52	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-53	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-54	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-55	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-56	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-57	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-58	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-59	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-60	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-61	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-62	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-63	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-64	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-65	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-66	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-67	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-68	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-69	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-70	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-71	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-72	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-73	Upgradeability	18169	77	365	153
mancoosi-test-i3000d0u98-74	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-75	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-76	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-77	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-78	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-79	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-80	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-81	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-82	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-83	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-84	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-85	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-86	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-87	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-88	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-89	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-90	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-91	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-92	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-93	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-94	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-95	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-96	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-97	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-98	Upgradeability	18169	77	365	153
mancoosi-test-i4000d0u98-99	Upgradeability	18169	77	365	153
