relpath	collection	family	format	nvars	class	copied	bytes
evalgm/CVPR/GeomSurf-7/gm246.wcsp	evalgm	GeomSurf-7	wcsp	831	multi	no	2600417
evalgm/CVPR/GeomSurf-7/gm247.wcsp	evalgm	GeomSurf-7	wcsp	450	multi	no	2197754
evalgm/CVPR/GeomSurf-7/gm248.wcsp	evalgm	GeomSurf-7	wcsp	895	multi	no	6021502
evalgm/CVPR/GeomSurf-7/gm249.wcsp	evalgm	GeomSurf-7	wcsp	412	multi	no	1155779
evalgm/CVPR/GeomSurf-7/gm24.wcsp	evalgm	GeomSurf-7	wcsp	80	multi	no	272566
evalgm/CVPR/GeomSurf-7/gm250.wcsp	evalgm	GeomSurf-7	wcsp	432	multi	no	2281317
evalgm/CVPR/GeomSurf-7/gm251.wcsp	evalgm	GeomSurf-7	wcsp	289	multi	no	719362
evalgm/CVPR/GeomSurf-7/gm252.wcsp	evalgm	GeomSurf-7	wcsp	446	multi	no	998233
evalgm/CVPR/GeomSurf-7/gm253.wcsp	evalgm	GeomSurf-7	wcsp	404	multi	no	1747423
evalgm/CVPR/GeomSurf-7/gm254.wcsp	evalgm	GeomSurf-7	wcsp	536	multi	no	3361390
evalgm/CVPR/GeomSurf-7/gm255.wcsp	evalgm	GeomSurf-7	wcsp	516	multi	no	3038523
evalgm/CVPR/GeomSurf-7/gm256.wcsp	evalgm	GeomSurf-7	wcsp	787	multi	no	4392033
evalgm/CVPR/GeomSurf-7/gm257.wcsp	evalgm	GeomSurf-7	wcsp	958	multi	no	4217237
evalgm/CVPR/GeomSurf-7/gm258.wcsp	evalgm	GeomSurf-7	wcsp	681	multi	no	2913382
evalgm/CVPR/GeomSurf-7/gm259.wcsp	evalgm	GeomSurf-7	wcsp	425	multi	no	1181757
evalgm/CVPR/GeomSurf-7/gm25.wcsp	evalgm	GeomSurf-7	wcsp	589	multi	no	3248212
evalgm/CVPR/GeomSurf-7/gm260.wcsp	evalgm	GeomSurf-7	wcsp	271	multi	no	594291
evalgm/CVPR/GeomSurf-7/gm261.wcsp	evalgm	GeomSurf-7	wcsp	433	multi	no	1191790
evalgm/CVPR/GeomSurf-7/gm262.wcsp	evalgm	GeomSurf-7	wcsp	379	multi	no	895917
evalgm/CVPR/GeomSurf-7/gm263.wcsp	evalgm	GeomSurf-7	wcsp	518	multi	no	1723612
evalgm/CVPR/GeomSurf-7/gm264.wcsp	evalgm	GeomSurf-7	wcsp	824	multi	no	3247940
evalgm/CVPR/GeomSurf-7/gm265.wcsp	evalgm	GeomSurf-7	wcsp	695	multi	no	2815887
evalgm/CVPR/GeomSurf-7/gm266.wcsp	evalgm	GeomSurf-7	wcsp	728	multi	no	2412759
evalgm/CVPR/GeomSurf-7/gm267.wcsp	evalgm	GeomSurf-7	wcsp	905	multi	no	4533513
evalgm/CVPR/GeomSurf-7/gm268.wcsp	evalgm	GeomSurf-7	wcsp	703	multi	no	3408434
evalgm/CVPR/GeomSurf-7/gm269.wcsp	evalgm	GeomSurf-7	wcsp	1033	multi	no	6307502
evalgm/CVPR/GeomSurf-7/gm26.wcsp	evalgm	GeomSurf-7	wcsp	197	multi	no	673309
evalgm/CVPR/GeomSurf-7/gm270.wcsp	evalgm	GeomSurf-7	wcsp	467	multi	no	1524132
evalgm/CVPR/GeomSurf-7/gm271.wcsp	evalgm	GeomSurf-7	wcsp	703	multi	no	3214708
evalgm/CVPR/GeomSurf-7/gm272.wcsp	evalgm	GeomSurf-7	wcsp	673	multi	no	3337957
evalgm/CVPR/GeomSurf-7/gm273.wcsp	evalgm	GeomSurf-7	wcsp	687	multi	no	4212749
evalgm/CVPR/GeomSurf-7/gm274.wcsp	evalgm	GeomSurf-7	wcsp	230	multi	no	1242406
evalgm/CVPR/GeomSurf-7/gm275.wcsp	evalgm	GeomSurf-7	wcsp	743	multi	no	3440851
evalgm/CVPR/GeomSurf-7/gm276.wcsp	evalgm	GeomSurf-7	wcsp	264	multi	no	879536
evalgm/CVPR/GeomSurf-7/gm277.wcsp	evalgm	GeomSurf-7	wcsp	494	multi	no	1676738
evalgm/CVPR/GeomSurf-7/gm278.wcsp	evalgm	GeomSurf-7	wcsp	675	multi	no	1671980
evalgm/CVPR/GeomSurf-7/gm279.wcsp	evalgm	GeomSurf-7	wcsp	319	multi	no	1031269
evalgm/CVPR/GeomSurf-7/gm27.wcsp	evalgm	GeomSurf-7	wcsp	470	multi	no	1076487
evalgm/CVPR/GeomSurf-7/gm280.wcsp	evalgm	GeomSurf-7	wcsp	275	multi	no	752888
evalgm/CVPR/GeomSurf-7/gm281.wcsp	evalgm	GeomSurf-7	wcsp	767	multi	no	4595224
evalgm/CVPR/GeomSurf-7/gm282.wcsp	evalgm	GeomSurf-7	wcsp	534	multi	no	1863438
evalgm/CVPR/GeomSurf-7/gm283.wcsp	evalgm	GeomSurf-7	wcsp	507	multi	no	1817551
evalgm/CVPR/GeomSurf-7/gm284.wcsp	evalgm	GeomSurf-7	wcsp	363	multi	no	1475750
evalgm/CVPR/GeomSurf-7/gm285.wcsp	evalgm	GeomSurf-7	wcsp	300	multi	no	809782
evalgm/CVPR/GeomSurf-7/gm286.wcsp	evalgm	GeomSurf-7	wcsp	527	multi	no	2353957
evalgm/CVPR/GeomSurf-7/gm287.wcsp	evalgm	GeomSurf-7	wcsp	336	multi	no	909594
evalgm/CVPR/GeomSurf-7/gm288.wcsp	evalgm	GeomSurf-7	wcsp	460	multi	no	2172387
evalgm/CVPR/GeomSurf-7/gm289.wcsp	evalgm	GeomSurf-7	wcsp	497	multi	no	2623486
evalgm/CVPR/GeomSurf-7/gm28.wcsp	evalgm	GeomSurf-7	wcsp	749	multi	no	2686976
evalgm/CVPR/GeomSurf-7/gm290.wcsp	evalgm	GeomSurf-7	wcsp	836	multi	no	4513641
evalgm/CVPR/GeomSurf-7/gm291.wcsp	evalgm	GeomSurf-7	wcsp	446	multi	no	2225350
evalgm/CVPR/GeomSurf-7/gm292.wcsp	evalgm	GeomSurf-7	wcsp	782	multi	no	3785063
evalgm/CVPR/GeomSurf-7/gm293.wcsp	evalgm	GeomSurf-7	wcsp	481	multi	no	2362332
evalgm/CVPR/GeomSurf-7/gm294.wcsp	evalgm	GeomSurf-7	wcsp	162	multi	no	787060
evalgm/CVPR/GeomSurf-7/gm295.wcsp	evalgm	GeomSurf-7	wcsp	525	multi	no	3921511
evalgm/CVPR/GeomSurf-7/gm296.wcsp	evalgm	GeomSurf-7	wcsp	562	multi	no	2658006
evalgm/CVPR/GeomSurf-7/gm297.wcsp	evalgm	GeomSurf-7	wcsp	384	multi	no	1339875
evalgm/CVPR/GeomSurf-7/gm298.wcsp	evalgm	GeomSurf-7	wcsp	273	multi	no	764461
evalgm/CVPR/GeomSurf-7/gm299.wcsp	evalgm	GeomSurf-7	wcsp	242	multi	no	1462996
evalgm/CVPR/GeomSurf-7/gm29.wcsp	evalgm	GeomSurf-7	wcsp	212	multi	no	1181883
evalgm/CVPR/GeomSurf-7/gm2.wcsp	evalgm	GeomSurf-7	wcsp	638	multi	no	4207141
evalgm/CVPR/GeomSurf-7/gm300.wcsp	evalgm	GeomSurf-7	wcsp	164	multi	no	672943
evalgm/CVPR/GeomSurf-7/gm30.wcsp	evalgm	GeomSurf-7	wcsp	421	multi	no	1988001
evalgm/CVPR/GeomSurf-7/gm31.wcsp	evalgm	GeomSurf-7	wcsp	250	multi	no	732860
evalgm/CVPR/GeomSurf-7/gm32.wcsp	evalgm	GeomSurf-7	wcsp	100	multi	no	322052
evalgm/CVPR/GeomSurf-7/gm33.wcsp	evalgm	GeomSurf-7	wcsp	505	multi	no	4020881
evalgm/CVPR/GeomSurf-7/gm34.wcsp	evalgm	GeomSurf-7	wcsp	604	multi	no	2314289
evalgm/CVPR/GeomSurf-7/gm35.wcsp	evalgm	GeomSurf-7	wcsp	711	multi	no	2464454
evalgm/CVPR/GeomSurf-7/gm36.wcsp	evalgm	GeomSurf-7	wcsp	537	multi	no	1965093
evalgm/CVPR/GeomSurf-7/gm37.wcsp	evalgm	GeomSurf-7	wcsp	184	multi	no	538233
evalgm/CVPR/GeomSurf-7/gm38.wcsp	evalgm	GeomSurf-7	wcsp	408	multi	no	1158277
evalgm/CVPR/GeomSurf-7/gm39.wcsp	evalgm	GeomSurf-7	wcsp	166	multi	no	827111
evalgm/CVPR/GeomSurf-7/gm3.wcsp	evalgm	GeomSurf-7	wcsp	301	multi	no	2472045
evalgm/CVPR/GeomSurf-7/gm40.wcsp	evalgm	GeomSurf-7	wcsp	168	multi	no	1255611
evalgm/CVPR/GeomSurf-7/gm41.wcsp	evalgm	GeomSurf-7	wcsp	219	multi	no	1060929
evalgm/CVPR/GeomSurf-7/gm42.wcsp	evalgm	GeomSurf-7	wcsp	571	multi	no	3558500
evalgm/CVPR/GeomSurf-7/gm43.wcsp	evalgm	GeomSurf-7	wcsp	365	multi	no	1325176
evalgm/CVPR/GeomSurf-7/gm44.wcsp	evalgm	GeomSurf-7	wcsp	534	multi	no	2341692
evalgm/CVPR/GeomSurf-7/gm45.wcsp	evalgm	GeomSurf-7	wcsp	676	multi	no	4043786
evalgm/CVPR/GeomSurf-7/gm46.wcsp	evalgm	GeomSurf-7	wcsp	601	multi	no	3893809
evalgm/CVPR/GeomSurf-7/gm47.wcsp	evalgm	GeomSurf-7	wcsp	280	multi	no	1004806
evalgm/CVPR/GeomSurf-7/gm48.wcsp	evalgm	GeomSurf-7	wcsp	285	multi	no	1070928
evalgm/CVPR/GeomSurf-7/gm49.wcsp	evalgm	GeomSurf-7	wcsp	581	multi	no	3227334
evalgm/CVPR/GeomSurf-7/gm4.wcsp	evalgm	GeomSurf-7	wcsp	392	multi	no	3591515
evalgm/CVPR/GeomSurf-7/gm50.wcsp	evalgm	GeomSurf-7	wcsp	513	multi	no	2760982
evalgm/CVPR/GeomSurf-7/gm51.wcsp	evalgm	GeomSurf-7	wcsp	169	multi	no	673522
evalgm/CVPR/GeomSurf-7/gm52.wcsp	evalgm	GeomSurf-7	wcsp	276	multi	no	1519377
evalgm/CVPR/GeomSurf-7/gm53.wcsp	evalgm	GeomSurf-7	wcsp	320	multi	no	1223978
evalgm/CVPR/GeomSurf-7/gm54.wcsp	evalgm	GeomSurf-7	wcsp	239	multi	no	1001408
evalgm/CVPR/GeomSurf-7/gm55.wcsp	evalgm	GeomSurf-7	wcsp	324	multi	no	1474518
evalgm/CVPR/GeomSurf-7/gm56.wcsp	evalgm	GeomSurf-7	wcsp	240	multi	no	920891
evalgm/CVPR/GeomSurf-7/gm57.wcsp	evalgm	GeomSurf-7	wcsp	183	multi	no	525769
evalgm/CVPR/GeomSurf-7/gm58.wcsp	evalgm	GeomSurf-7	wcsp	432	multi	no	1873269
evalgm/CVPR/GeomSurf-7/gm59.wcsp	evalgm	GeomSurf-7	wcsp	474	multi	no	2513085
evalgm/CVPR/GeomSurf-7/gm5.wcsp	evalgm	GeomSurf-7	wcsp	269	multi	no	1976006
evalgm/CVPR/GeomSurf-7/gm60.wcsp	evalgm	GeomSurf-7	wcsp	746	multi	no	3332936
evalgm/CVPR/GeomSurf-7/gm61.wcsp	evalgm	GeomSurf-7	wcsp	249	multi	no	799636
evalgm/CVPR/GeomSurf-7/gm62.wcsp	evalgm	GeomSurf-7	wcsp	593	multi	no	2413672
evalgm/CVPR/GeomSurf-7/gm63.wcsp	evalgm	GeomSurf-7	wcsp	701	multi	no	2870772
evalgm/CVPR/GeomSurf-7/gm64.wcsp	evalgm	GeomSurf-7	wcsp	294	multi	no	866977
evalgm/CVPR/GeomSurf-7/gm65.wcsp	evalgm	GeomSurf-7	wcsp	500	multi	no	1820218
evalgm/CVPR/GeomSurf-7/gm66.wcsp	evalgm	GeomSurf-7	wcsp	198	multi	no	635546
evalgm/CVPR/GeomSurf-7/gm67.wcsp	evalgm	GeomSurf-7	wcsp	139	multi	no	259223
evalgm/CVPR/GeomSurf-7/gm68.wcsp	evalgm	GeomSurf-7	wcsp	190	multi	no	772547
evalgm/CVPR/GeomSurf-7/gm69.wcsp	evalgm	GeomSurf-7	wcsp	231	multi	no	602594
evalgm/CVPR/GeomSurf-7/gm6.wcsp	evalgm	GeomSurf-7	wcsp	320	multi	no	4238836
evalgm/CVPR/GeomSurf-7/gm70.wcsp	evalgm	GeomSurf-7	wcsp	122	multi	no	322640
evalgm/CVPR/GeomSurf-7/gm71.wcsp	evalgm	GeomSurf-7	wcsp	315	multi	no	1107864
evalgm/CVPR/GeomSurf-7/gm72.wcsp	evalgm	GeomSurf-7	wcsp	320	multi	no	872625
evalgm/CVPR/GeomSurf-7/gm73.wcsp	evalgm	GeomSurf-7	wcsp	204	multi	no	462656
evalgm/CVPR/GeomSurf-7/gm74.wcsp	evalgm	GeomSurf-7	wcsp	605	multi	no	1820468
evalgm/CVPR/GeomSurf-7/gm75.wcsp	evalgm	GeomSurf-7	wcsp	687	multi	no	2172765
evalgm/CVPR/GeomSurf-7/gm76.wcsp	evalgm	GeomSurf-7	wcsp	444	multi	no	1675386
evalgm/CVPR/GeomSurf-7/gm77.wcsp	evalgm	GeomSurf-7	wcsp	350	multi	no	733276
evalgm/CVPR/GeomSurf-7/gm78.wcsp	evalgm	GeomSurf-7	wcsp	177	multi	no	921580
evalgm/CVPR/GeomSurf-7/gm79.wcsp	evalgm	GeomSurf-7	wcsp	727	multi	no	5170130
evalgm/CVPR/GeomSurf-7/gm7.wcsp	evalgm	GeomSurf-7	wcsp	546	multi	no	2609825
evalgm/CVPR/GeomSurf-7/gm80.wcsp	evalgm	GeomSurf-7	wcsp	329	multi	no	1382251
evalgm/CVPR/GeomSurf-7/gm81.wcsp	evalgm	GeomSurf-7	wcsp	357	multi	no	1353435
evalgm/CVPR/GeomSurf-7/gm82.wcsp	evalgm	GeomSurf-7	wcsp	643	multi	no	2524510
evalgm/CVPR/GeomSurf-7/gm83.wcsp	evalgm	GeomSurf-7	wcsp	267	multi	no	1040297
evalgm/CVPR/GeomSurf-7/gm84.wcsp	evalgm	GeomSurf-7	wcsp	475	multi	no	1682323
evalgm/CVPR/GeomSurf-7/gm85.wcsp	evalgm	GeomSurf-7	wcsp	143	multi	no	382787
evalgm/CVPR/GeomSurf-7/gm86.wcsp	evalgm	GeomSurf-7	wcsp	415	multi	no	1680054
evalgm/CVPR/GeomSurf-7/gm87.wcsp	evalgm	GeomSurf-7	wcsp	753	multi	no	3163369
evalgm/CVPR/GeomSurf-7/gm88.wcsp	evalgm	GeomSurf-7	wcsp	262	multi	no	692156
evalgm/CVPR/GeomSurf-7/gm89.wcsp	evalgm	GeomSurf-7	wcsp	449	multi	no	1115626
evalgm/CVPR/GeomSurf-7/gm8.wcsp	evalgm	GeomSurf-7	wcsp	467	multi	no	2208135
evalgm/CVPR/GeomSurf-7/gm90.wcsp	evalgm	GeomSurf-7	wcsp	208	multi	no	867742
evalgm/CVPR/GeomSurf-7/gm91.wcsp	evalgm	GeomSurf-7	wcsp	816	multi	no	2872062
evalgm/CVPR/GeomSurf-7/gm92.wcsp	evalgm	GeomSurf-7	wcsp	306	multi	no	850062
evalgm/CVPR/GeomSurf-7/gm93.wcsp	evalgm	GeomSurf-7	wcsp	893	multi	no	4805167
evalgm/CVPR/GeomSurf-7/gm94.wcsp	evalgm	GeomSurf-7	wcsp	633	multi	no	2287457
evalgm/CVPR/GeomSurf-7/gm95.wcsp	evalgm	GeomSurf-7	wcsp	460	multi	no	2278597
evalgm/CVPR/GeomSurf-7/gm96.wcsp	evalgm	GeomSurf-7	wcsp	1117	multi	no	5607250
evalgm/CVPR/GeomSurf-7/gm97.wcsp	evalgm	GeomSurf-7	wcsp	653	multi	no	1882731
evalgm/CVPR/GeomSurf-7/gm98.wcsp	evalgm	GeomSurf-7	wcsp	318	multi	no	1218628
evalgm/CVPR/GeomSurf-7/gm99.wcsp	evalgm	GeomSurf-7	wcsp	420	multi	no	1836403
evalgm/CVPR/GeomSurf-7/gm9.wcsp	evalgm	GeomSurf-7	wcsp	608	multi	no	2683805
evalgm/CVPR/InPainting-4/triplepoint4-plain-ring-inverse.wcsp	evalgm	InPainting-4	wcsp	14400	multi	no	6334141
evalgm/CVPR/InPainting-4/triplepoint4-plain-ring.wcsp	evalgm	InPainting-4	wcsp	14400	multi	no	6383957
evalgm/CVPR/InPainting-8/triplepoint4-plain-ring-inverse.wcsp	evalgm	InPainting-8	wcsp	14400	multi	no	11926845
evalgm/CVPR/InPainting-8/triplepoint4-plain-ring.wcsp	evalgm	InPainting-8	wcsp	14400	multi	no	11976661
evalgm/CVPR/Matching/matching0.wcsp	evalgm	Matching	wcsp	19	multi	no	480369
evalgm/CVPR/Matching/matching1.wcsp	evalgm	Matching	wcsp	19	multi	no	720031
evalgm/CVPR/Matching/matching2.wcsp	evalgm	Matching	wcsp	20	multi	no	886542
evalgm/CVPR/Matching/matching3.wcsp	evalgm	Matching	wcsp	19	multi	no	475640
evalgm/CVPR/MatchingStereo/tsu-gm.wcsp	evalgm	MatchingStereo	wcsp	110592	multi	no	448832807
evalgm/CVPR/MatchingStereo/ven-gm.wcsp	evalgm	MatchingStereo	wcsp	166222	multi	no	1195973637
evalgm/CVPR/ObjectSeg/objseg-349.wcsp	evalgm	ObjectSeg	wcsp	68160	multi	no	32314372
evalgm/CVPR/ObjectSeg/objseg-353.wcsp	evalgm	ObjectSeg	wcsp	68160	multi	no	93917153
evalgm/CVPR/ObjectSeg/objseg-358.wcsp	evalgm	ObjectSeg	wcsp	68160	multi	no	49137897
evalgm/CVPR/ObjectSeg/objseg-416.wcsp	evalgm	ObjectSeg	wcsp	68160	multi	no	49040526
evalgm/CVPR/ObjectSeg/objseg-552.wcsp	evalgm	ObjectSeg	wcsp	68160	multi	no	121713137
evalgm/CVPR/PhotoMontage/family-gm.wcsp	evalgm	PhotoMontage	wcsp	425632	multi	no	196146072
evalgm/CVPR/PhotoMontage/pano-gm.wcsp	evalgm	PhotoMontage	wcsp	514080	multi	no	461994260
evalgm/CVPR/SceneDecomp/0000047.wcsp	evalgm	SceneDecomp	wcsp	186	multi	no	476271
evalgm/CVPR/SceneDecomp/0000051.wcsp	evalgm	SceneDecomp	wcsp	183	multi	no	495066
evalgm/CVPR/SceneDecomp/0000059.wcsp	evalgm	SceneDecomp	wcsp	197	multi	no	504802
evalgm/CVPR/SceneDecomp/0000072.wcsp	evalgm	SceneDecomp	wcsp	196	multi	no	499139
evalgm/CVPR/SceneDecomp/0000087.wcsp	evalgm	SceneDecomp	wcsp	196	multi	no	534585
evalgm/CVPR/SceneDecomp/0000176.wcsp	evalgm	SceneDecomp	wcsp	196	multi	no	501951
evalgm/CVPR/SceneDecomp/0000382.wcsp	evalgm	SceneDecomp	wcsp	166	multi	no	451221
evalgm/CVPR/SceneDecomp/0000631.wcsp	evalgm	SceneDecomp	wcsp	168	multi	no	452546
evalgm/CVPR/SceneDecomp/0000643.wcsp	evalgm	SceneDecomp	wcsp	185	multi	no	468897
evalgm/CVPR/SceneDecomp/0000697.wcsp	evalgm	SceneDecomp	wcsp	173	multi	no	442087
evalgm/CVPR/SceneDecomp/0000759.wcsp	evalgm	SceneDecomp	wcsp	166	multi	no	444981
evalgm/CVPR/SceneDecomp/0000794.wcsp	evalgm	SceneDecomp	wcsp	151	multi	no	406600
evalgm/CVPR/SceneDecomp/0000952.wcsp	evalgm	SceneDecomp	wcsp	193	multi	no	490331
evalgm/CVPR/SceneDecomp/0001677.wcsp	evalgm	SceneDecomp	wcsp	180	multi	no	467427
evalgm/CVPR/SceneDecomp/0002136.wcsp	evalgm	SceneDecomp	wcsp	191	multi	no	522376
evalgm/CVPR/SceneDecomp/0002395.wcsp	evalgm	SceneDecomp	wcsp	174	multi	no	476700
evalgm/CVPR/SceneDecomp/0002755.wcsp	evalgm	SceneDecomp	wcsp	190	multi	no	480058
evalgm/CVPR/SceneDecomp/0003178.wcsp	evalgm	SceneDecomp	wcsp	172	multi	no	438004
evalgm/CVPR/SceneDecomp/0003423.wcsp	evalgm	SceneDecomp	wcsp	153	multi	no	410796
evalgm/CVPR/SceneDecomp/0003463.wcsp	evalgm	SceneDecomp	wcsp	163	multi	no	415103
evalgm/CVPR/SceneDecomp/0003728.wcsp	evalgm	SceneDecomp	wcsp	189	multi	no	480424
evalgm/CVPR/SceneDecomp/0003793.wcsp	evalgm	SceneDecomp	wcsp	179	multi	no	453445
evalgm/CVPR/SceneDecomp/0003957.wcsp	evalgm	SceneDecomp	wcsp	158	multi	no	422647
evalgm/CVPR/SceneDecomp/0004028.wcsp	evalgm	SceneDecomp	wcsp	179	multi	no	452849
evalgm/CVPR/SceneDecomp/0004069.wcsp	evalgm	SceneDecomp	wcsp	186	multi	no	479715
evalgm/CVPR/SceneDecomp/0004294.wcsp	evalgm	SceneDecomp	wcsp	169	multi	no	428600
evalgm/CVPR/SceneDecomp/0004498.wcsp	evalgm	SceneDecomp	wcsp	189	multi	no	481132
evalgm/CVPR/SceneDecomp/0004774.wcsp	evalgm	SceneDecomp	wcsp	155	multi	no	421907
evalgm/CVPR/SceneDecomp/0005074.wcsp	evalgm	SceneDecomp	wcsp	188	multi	no	511382
evalgm/CVPR/SceneDecomp/0005079.wcsp	evalgm	SceneDecomp	wcsp	169	multi	no	425876
evalgm/CVPR/SceneDecomp/0005633.wcsp	evalgm	SceneDecomp	wcsp	176	multi	no	449688
evalgm/CVPR/SceneDecomp/0006575.wcsp	evalgm	SceneDecomp	wcsp	189	multi	no	482706
evalgm/CVPR/SceneDecomp/0007323.wcsp	evalgm	SceneDecomp	wcsp	171	multi	no	464641
evalgm/CVPR/SceneDecomp/0007545.wcsp	evalgm	SceneDecomp	wcsp	156	multi	no	392553
evalgm/CVPR/SceneDecomp/0007932.wcsp	evalgm	SceneDecomp	wcsp	185	multi	no	507063
evalgm/CVPR/SceneDecomp/0009212.wcsp	evalgm	SceneDecomp	wcsp	158	multi	no	399758
evalgm/CVPR/SceneDecomp/0010830.wcsp	evalgm	SceneDecomp	wcsp	187	multi	no	509203
evalgm/CVPR/SceneDecomp/0010950.wcsp	evalgm	SceneDecomp	wcsp	196	multi	no	535473
evalgm/CVPR/SceneDecomp/0011003.wcsp	evalgm	SceneDecomp	wcsp	157	multi	no	395481
evalgm/CVPR/SceneDecomp/0011033.wcsp	evalgm	SceneDecomp	wcsp	198	multi	no	507879
evalgm/CVPR/SceneDecomp/0011073.wcsp	evalgm	SceneDecomp	wcsp	190	multi	no	482439
evalgm/CVPR/SceneDecomp/0011088.wcsp	evalgm	SceneDecomp	wcsp	183	multi	no	497837
evalgm/CVPR/SceneDecomp/0011116.wcsp	evalgm	SceneDecomp	wcsp	188	multi	no	477488
evalgm/CVPR/SceneDecomp/0011154.wcsp	evalgm	SceneDecomp	wcsp	179	multi	no	482018
evalgm/CVPR/SceneDecomp/0100026.wcsp	evalgm	SceneDecomp	wcsp	169	multi	no	426037
evalgm/CVPR/SceneDecomp/0100030.wcsp	evalgm	SceneDecomp	wcsp	184	multi	no	474117
evalgm/CVPR/SceneDecomp/0100061.wcsp	evalgm	SceneDecomp	wcsp	155	multi	no	390926
evalgm/CVPR/SceneDecomp/0100091.wcsp	evalgm	SceneDecomp	wcsp	192	multi	no	523585
evalgm/CVPR/SceneDecomp/0100113.wcsp	evalgm	SceneDecomp	wcsp	155	multi	no	393453
evalgm/CVPR/SceneDecomp/0100132.wcsp	evalgm	SceneDecomp	wcsp	178	multi	no	484717
evalgm/CVPR/SceneDecomp/0100164.wcsp	evalgm	SceneDecomp	wcsp	186	multi	no	478327
evalgm/CVPR/SceneDecomp/0100241.wcsp	evalgm	SceneDecomp	wcsp	185	multi	no	471636
evalgm/CVPR/SceneDecomp/0100477.wcsp	evalgm	SceneDecomp	wcsp	172	multi	no	467293
evalgm/CVPR/SceneDecomp/0100579.wcsp	evalgm	SceneDecomp	wcsp	165	multi	no	446459
evalgm/CVPR/SceneDecomp/0100628.wcsp	evalgm	SceneDecomp	wcsp	172	multi	no	437471
evalgm/CVPR/SceneDecomp/0100740.wcsp	evalgm	SceneDecomp	wcsp	182	multi	no	462403
evalgm/CVPR/SceneDecomp/0100787.wcsp	evalgm	SceneDecomp	wcsp	187	multi	no	478096
evalgm/CVPR/SceneDecomp/0100822.wcsp	evalgm	SceneDecomp	wcsp	185	multi	no	504302
evalgm/CVPR/SceneDecomp/0100851.wcsp	evalgm	SceneDecomp	wcsp	181	multi	no	458135
evalgm/CVPR/SceneDecomp/0100855.wcsp	evalgm	SceneDecomp	wcsp	189	multi	no	517054
evalgm/CVPR/SceneDecomp/0100892.wcsp	evalgm	SceneDecomp	wcsp	188	multi	no	481801
evalgm/CVPR/SceneDecomp/0100935.wcsp	evalgm	SceneDecomp	wcsp	177	multi	no	477649
evalgm/CVPR/SceneDecomp/0101060.wcsp	evalgm	SceneDecomp	wcsp	161	multi	no	408017
evalgm/CVPR/SceneDecomp/0101121.wcsp	evalgm	SceneDecomp	wcsp	180	multi	no	482904
evalgm/CVPR/SceneDecomp/0101434.wcsp	evalgm	SceneDecomp	wcsp	173	multi	no	451273
evalgm/CVPR/SceneDecomp/0101463.wcsp	evalgm	SceneDecomp	wcsp	162	multi	no	407922
evalgm/CVPR/SceneDecomp/0101488.wcsp	evalgm	SceneDecomp	wcsp	164	multi	no	438495
evalgm/CVPR/SceneDecomp/0101492.wcsp	evalgm	SceneDecomp	wcsp	161	multi	no	434923
evalgm/CVPR/SceneDecomp/0101801.wcsp	evalgm	SceneDecomp	wcsp	189	multi	no	481011
evalgm/CVPR/SceneDecomp/0102039.wcsp	evalgm	SceneDecomp	wcsp	166	multi	no	450266
evalgm/CVPR/SceneDecomp/0102170.wcsp	evalgm	SceneDecomp	wcsp	186	multi	no	472285
evalgm/CVPR/SceneDecomp/0102234.wcsp	evalgm	SceneDecomp	wcsp	183	multi	no	466052
evalgm/CVPR/SceneDecomp/0102403.wcsp	evalgm	SceneDecomp	wcsp	190	multi	no	485879
evalgm/CVPR/SceneDecomp/0102435.wcsp	evalgm	SceneDecomp	wcsp	182	multi	no	494151
evalgm/CVPR/SceneDecomp/0102436.wcsp	evalgm	SceneDecomp	wcsp	194	multi	no	496854
evalgm/CVPR/SceneDecomp/0102534.wcsp	evalgm	SceneDecomp	wcsp	163	multi	no	440190
evalgm/CVPR/SceneDecomp/0102544.wcsp	evalgm	SceneDecomp	wcsp	194	multi	no	495195
evalgm/CVPR/SceneDecomp/0102566.wcsp	evalgm	SceneDecomp	wcsp	181	multi	no	495755
evalgm/CVPR/SceneDecomp/0103256.wcsp	evalgm	SceneDecomp	wcsp	190	multi	no	521246
evalgm/CVPR/SceneDecomp/0103344.wcsp	evalgm	SceneDecomp	wcsp	165	multi	no	420111
evalgm/CVPR/SceneDecomp/0103420.wcsp	evalgm	SceneDecomp	wcsp	184	multi	no	501274
evalgm/CVPR/SceneDecomp/0103468.wcsp	evalgm	SceneDecomp	wcsp	182	multi	no	491684
evalgm/CVPR/SceneDecomp/0103740.wcsp	evalgm	SceneDecomp	wcsp	180	multi	no	454659
evalgm/CVPR/SceneDecomp/0104019.wcsp	evalgm	SceneDecomp	wcsp	197	multi	no	541032
evalgm/CVPR/SceneDecomp/0104194.wcsp	evalgm	SceneDecomp	wcsp	177	multi	no	448151
evalgm/CVPR/SceneDecomp/0104439.wcsp	evalgm	SceneDecomp	wcsp	152	multi	no	409835
evalgm/CVPR/SceneDecomp/0104463.wcsp	evalgm	SceneDecomp	wcsp	182	multi	no	463063
evalgm/CVPR/SceneDecomp/0104552.wcsp	evalgm	SceneDecomp	wcsp	192	multi	no	523684
evalgm/CVPR/SceneDecomp/0104808.wcsp	evalgm	SceneDecomp	wcsp	184	multi	no	466831
evalgm/CVPR/SceneDecomp/0104958.wcsp	evalgm	SceneDecomp	wcsp	153	multi	no	410774
